,,,,,,,,,,,,,,,,,,,,,,
,1.12.6,"Divisória piso teto em gesso - Uma face, para fechamentos",m2,,"0,00",,,"0,00",," R$  67,74 ",60%," R$  45,16 ",40%," R$  112,90 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.7,Divisórias Tipo Naval c/Laminado - Sanitários,m2,,,,,"0,00",," R$  73,08 ",60%," R$  48,72 ",40%," R$  121,80 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.8,Divisórias Tipo Naval espessura 48mm acabamento em laminado branco TX com perfis de aço com pintura eletrostática branca - considerar todos os perfis e guias necessários para fixação ,m2,,,,,"0,00",," R$  103,28 ",60%," R$  68,86 ",40%," R$  172,14 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.9,"Divisórias Sanitárias em laminado estrutura TS, e=10mm, fixadas em perfis de aluminío vertical. (ref.: Pertech tipo Baseplac)",m2,,,,,"0,00",," R$  115,25 ",60%," R$  76,83 ",40%," R$  192,08 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.11,"Placa cimentícia, com estrutura de fixação / sustentação, considerar tratamento das juntas que deverão ser preenchidas com produtos elastoméricos, aplicação de fita de fibra de vidro de duas camadas e massa cimentícia. Considerar Fornecimento e instalação",m2,,,,,"0,00",," R$  112,71 ",60%," R$  75,14 ",40%," R$  187,85 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.12,"Placa cimentícia, considerar tratamento das juntas que deverão ser preenchidas com produtos elastoméricos, aplicação de fita de fibra de vidro de dupla camada e massa cimentícia. Considerar Fornecimento e instalação (aplicação em estrutura existente)",m2,,,,,"0,00",," R$  80,22 ",60%," R$  53,48 ",40%," R$  133,70 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.13,Reforço metálico / estrutura auxiliar para Dry Wall,un,,,,,"0,00",," R$  52,95 ",60%," R$  35,30 ",40%," R$  88,25 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.12.14,Divisória piso teto em gesso – Somente plaqueamento,m2,,,,,"0,00",," R$  49,86 ",60%," R$  33,24 ",40%," R$  83,11 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13,PISOS - ÁREAS INTERNAS,,,,,,,,,,,,,,,,, R$  -   , R$  -   ,,
,1.13.1,Limpeza de pisos,m2,,,,,"0,00",," R$  5,30 ",60%," R$  3,53 ",40%," R$  8,84 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.2,Fornecimento e instalação de fita anti-derrapante de piso,ml,,,,,"0,00",," R$  4,04 ",60%," R$  2,69 ",40%," R$  6,73 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.3,"Argamassa de regularização, 2cm de espessura",m2,,,,,"0,00",," R$  18,95 ",60%," R$  12,63 ",40%," R$  31,58 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.4,Contrapiso de concreto espessura 6 cm ,m2,,,,,"0,00",," R$  34,49 ",60%," R$  22,99 ",40%," R$  57,48 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.5,Contrapiso de concreto espessura 6 cm  inclusive tela soldada Q192,m2,,,,,"0,00",," R$  51,00 ",60%," R$  34,00 ",40%," R$  85,00 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.6,Piso podotátil de borracha (alerta e/ou direcional),ml,,,,,"0,00",," R$  36,47 ",60%," R$  24,32 ",40%," R$  60,79 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.7,Piso podotátil de borracha (alerta e/ou direcional) 3mm x 25cm x 25cm,ml,,,,,"0,00",," R$  33,16 ",60%," R$  22,11 ",40%," R$  55,27 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.8,"Piso Cerâmico Eliane - Cargo Plus White (45x45cm), incluso argamassa de assentamento e rejunte cinza claro Eliane",m2,,,,,"0,00",," R$  56,87 ",60%," R$  37,91 ",40%," R$  94,78 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.9,"Piso Porcelanato Eliane - Bianco Plus (50x50cm), incluso argamassa de assentamento e rejunte cinza claro Eliane",m2,,,,,"0,00",," R$  76,33 ",60%," R$  50,88 ",40%," R$  127,21 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.10,"Piso Porcelanato Eliane - Bianco Plus (50x50cm), incluso argamassa de assentamento e rejunte cinza claro Eliane ( material deverá ser utilizado apenas para recomposição de áreas existentes).",m2,,,,,"0,00",," R$  79,90 ",60%," R$  53,27 ",40%," R$  133,17 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.11,"Piso Porcelanato Eliane - Bianco Plus (60x60cm), incluso argamassa de assentamento e rejunte cinza claro Eliane",m2,,,,,"0,00",," R$  94,55 ",60%," R$  63,03 ",40%," R$  157,59 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.12,"Piso Porcelanato Eliane - Super Bianco Plus (60x60cm), incluso argamassa de assentamento e rejunte cinza claro Eliane",m2,,,,,"0,00",," R$  151,01 ",60%," R$  100,67 ",40%," R$  251,69 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.13,Fornecimento de Piso Porcelanato Portobello - Polis Lux  (60x60cm) POL RET - Bandeira Raia e Drogasil,m2,,,,,"0,00",," R$  164,48 ",60%," R$  109,65 ",40%," R$  274,13 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.14,"Mão de obra para instalação de piso porcelanato, considerando todos os insumos 
necessários para assentamento",m2,,,,,"0,00",, R$  -   ,60%, R$  -   ,40%, R$  -   ,, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.15,"Porcelanato Portobello Bianco Covelano (90x90cm) - NAT RET ref.: 24486E juntas de 1,5mm,  incluso argamassa de assentamento e rejunte fortaleza na cor branco.",m2,,,,,"0,00",," R$  157,50 ",60%," R$  105,00 ",40%," R$  262,50 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.17,"Rodapé Cerâmico Eliane - Cargo Plus White (8x45cm), incluso argamassa de assentamento e rejunte cinza claro Eliane",ml,,,,,"0,00",," R$  43,88 ",60%," R$  29,25 ",40%," R$  73,13 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.18,"Rodapé Porcelanato Eliane - Bianco Plus (8x50cm), incluso argamassa de assentamento e rejunte para porcelanato cinza claro Eliane",ml,,,,,"0,00",," R$  21,56 ",60%," R$  14,37 ",40%," R$  35,93 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.19,"Rodapé Porcelanato Eliane - Bianco Plus (8x60cm), incluso argamassa de assentamento e rejunte para porcelanato cinza claro Eliane",ml,,,,,"0,00",," R$  31,43 ",60%," R$  20,96 ",40%," R$  52,39 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.20,"Rodapé Porcelanato Eliane - Super Bianco Plus (8x60cm), incluso argamassa de assentamento e rejunte para porcelanato cinza claro Eliane",ml,,,,,"0,00",," R$  31,93 ",60%," R$  21,29 ",40%," R$  53,21 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.21,"Rodapé Porcelanato Portobello Bianco Covelano (8x90cm) - NAT RET, incluso argamassa de assentamento e rejunte para porcelanato na cor branco Eliane",ml,,,,,"0,00",," R$  32,67 ",60%," R$  21,78 ",40%," R$  54,45 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.22,Soleira / Peitoril em granito com acabamento polido cor cinza andorinha - largura =até 25cm,ml,,,,,"0,00",," R$  77,45 ",60%," R$  51,64 ",40%," R$  129,09 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.23,Soleira / Peitoril em granito com acabamento polido cor cinza andorinha - largura = até 40cm,ml,,,,,"0,00",," R$  91,19 ",60%," R$  60,79 ",40%," R$  151,98 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.24,"Piso porcelanato Imbuia Claro 120x20 Portobello, rejunte Amêndoa (piso Vida Saudável)",m2,,,,,"0,00",," R$  113,39 ",60%," R$  75,59 ",40%," R$  188,98 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.25,Rodapé porcelanato Imbuia Claro Portobello (Vida Saudável),ml,,,,,"0,00",," R$  32,11 ",60%," R$  21,41 ",40%," R$  53,52 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.26,"Piso Porcelanato Bali Camel 19X90 Acetinado, rejunte Amêndoa (piso Vida Saudável)",m2,,,,,"0,00",," R$  204,77 ",60%," R$  136,52 ",40%," R$  341,29 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.13.27,"Rodapé Porcelanato Bali Camel Acetinado, rejunte Amêndoa (Vida Saudável)",ml,,,,,"0,00",," R$  34,61 ",60%," R$  23,08 ",40%," R$  57,69 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14,PISOS - ÁREAS EXTERNAS,,,,,,,,,,,,,,,,, R$  -   , R$  -   ,,
,1.14.1,"Bate rodas de concreto Tam. 1,75 x 0,15 x 0,10m com pintura em amarelo e preto com fixação através de parafusos no piso.",un,,,,,"0,00",," R$  63,50 ",60%," R$  42,34 ",40%," R$  105,84 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.2,"Bate rodas de concreto Tam. 0,48 x 0,15 x 0,085m com pintura em amarelo e preto com fixação através de parafusos no piso.",un,,,,,"0,00",," R$  28,08 ",60%," R$  18,72 ",40%," R$  46,80 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.3,"Bate rodas metálico Tam. 1,75 x 0,15 x 0,10m com pintura em amarelo e preto com fixação através de parafusos no piso.",un,,,,,"0,00",," R$  114,69 ",60%," R$  76,46 ",40%," R$  191,14 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.6,"Pintura Novacor Piso Ultra para área externa - desenho PCD para pintura das vagas de deficiente, ou idoso",un,,,,,"0,00",," R$  97,65 ",60%," R$  65,10 ",40%," R$  162,76 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.7,Pintura Novacor Piso Ultra para área externa amarela para pintura das faixas das vagas,ml,,,,,"0,00",," R$  5,04 ",60%," R$  3,36 ",40%," R$  8,40 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.8,Pintura Novacor Piso Ultra para piso cimentado ou concreto,m2,,,,,"0,00",," R$  12,85 ",60%," R$  8,57 ",40%," R$  21,42 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.9,Piso Intertravado de concreto e=10cm - Estacionamento (trafego pesado),m2,,,,,"0,00",," R$  72,99 ",60%," R$  48,66 ",40%," R$  121,65 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.10,Piso drenante tipo Pisograma Braston,m2,,,,,"0,00",," R$  89,61 ",60%," R$  59,74 ",40%," R$  149,35 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.11,Piso drenante tipo Concregrama e=10cm - Estacionamento (trafego pesado),m2,,,,,"0,00",," R$  92,84 ",60%," R$  61,90 ",40%," R$  154,74 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.12,"Piso drenante tipo Braston - megadreno 22x14x10cm, assentado sobre camada  detalhada em projeto (Construtora deverá apresentar da NF do fornecedor do piso)",m2,,,,,"0,00",," R$  93,60 ",60%," R$  62,40 ",40%," R$  156,00 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.13,"Piso drenante tipo Intercity - natural 20x10x10cm, assentado sobre camada  detalhada em projeto ",m2,,,,,"0,00",," R$  58,81 ",60%," R$  39,21 ",40%," R$  98,02 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.14,"Pedrisco Branco, jardim seco",m3,,,,,"0,00",," R$  112,67 ",60%," R$  75,11 ",40%," R$  187,78 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.17,"Piso em Mosaico português assentado com argamassa de cimento e areia, incluindo rejuntamento e lavagem",m2,,,,,"0,00",," R$  88,43 ",60%," R$  58,95 ",40%," R$  147,38 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.18,Piso em Ladrilho Hidráulico 20x20 - tipo calçada copacabana,m2,,,,,"0,00",," R$  59,27 ",60%," R$  39,51 ",40%," R$  98,79 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.19,"Piso em Concreto Armado - Polido espess. = 6cm (FCK30 Mpa), incluso lastro de concreto e tela de aço soldada.",m2,,,,,"0,00",," R$  69,36 ",60%," R$  46,24 ",40%," R$  115,60 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.20,"Piso em Concreto Armado - Polido espess. = 10cm (FCK30 Mpa), incluso lastro de concreto e tela de aço soldada.",m2,,,,,"0,00",," R$  75,56 ",60%," R$  50,37 ",40%," R$  125,94 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.21,"Piso de CONCRETO com acabamento VASSOURADO espess. = 6 cm (FCK30 Mpa), incluso lastro de concreto e tela de aço soldada.",m2,,,,,"0,00",," R$  63,98 ",60%," R$  42,65 ",40%," R$  106,63 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.22,"Piso de CONCRETO com acabamento VASSOURADO espess. = 10cm (FCK30 Mpa), incluso lastro de concreto e tela de aço soldada.",m2,,,,,"0,00",," R$  88,14 ",60%," R$  58,76 ",40%," R$  146,91 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.23,Piso podotátil em concreto (alerta e/ou direcional) 20x20cm,ml,,,,,"0,00",," R$  24,40 ",60%," R$  16,26 ",40%," R$  40,66 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.24,Guia em Concreto - Meio Fio Padrão (0.15 x 0.30 x 1.00 m) ,ml,,,,,"0,00",," R$  38,04 ",60%," R$  25,36 ",40%," R$  63,40 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.25,Mini Guia Jardim em Concreto (0.08 x 0.20 x 0.39 cm),ml,,,,,"0,00",," R$  25,69 ",60%," R$  17,12 ",40%," R$  42,81 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.14.26,Rebaixamento de guias,ml,,,,,"0,00",," R$  18,96 ",60%," R$  12,64 ",40%," R$  31,59 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15,IMPERMEABILIZAÇÕES,,,,,,,,,,,,,,,,," R$  3.925,39 "," R$  3.925,39 ",,
,1.15.1,Impermeabilização de alicerces,m2,,,,,"0,00",," R$  13,34 ",60%," R$  8,89 ",40%," R$  22,24 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.2,Impermeabilização com Tinta Asfáltica Neutrol duas demãos,m2,,,,,"0,00",," R$  17,37 ",60%," R$  11,58 ",40%," R$  28,95 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.3,Manta Líquida tipo Weber Quartzolit ou Bautech,m2,,,"0,00","130,00","130,00",," R$  18,12 ",60%," R$  12,08 ",40%," R$  30,20 ",, R$  -   , R$  -   ," R$  3.925,39 "," R$  3.925,39 "," R$  3.925,39 ",,
,1.15.4,"Manta asfáltica 3mm (c/ virada de 20cm), inclusive proteção mecânica, e regularização",m2,,,,,"0,00",," R$  51,82 ",60%," R$  34,55 ",40%," R$  86,37 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.5,"Manta asfáltica 4mm (c/ virada de 20cm), inclusive proteção mecânica, e regularização",m2,,,,,"0,00",," R$  65,33 ",60%," R$  43,55 ",40%," R$  108,88 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.6,"Manta asfáltica 3mm (c/ virada de 25cm), inclusive proteção mecânica, e regularização (areas internas)",m2,,,,,"0,00",," R$  51,82 ",60%," R$  34,55 ",40%," R$  86,37 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.7,"Manta asfáltica 4mm (c/ virada de 25cm), inclusive proteção mecânica, e regularização (areas externas e expostas ao tempo)",m2,,,,,"0,00",," R$  66,22 ",60%," R$  44,15 ",40%," R$  110,37 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.15.8,"Fornecimento e instalação de lona plástica, para impermeabilização, espessura 150 micras",M2,,,,,"0,00",," R$  1,35 ",60%," R$  0,90 ",40%," R$  2,25 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),,,,,,,,,,,,,,,,, R$  -   , R$  -   ,,
,1.16.1,Chapisco,m2,,,,,"0,00",," R$  3,02 ",60%," R$  2,02 ",40%," R$  5,04 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.2,Emboço,m2,,,,,"0,00",," R$  10,20 ",60%," R$  6,80 ",40%," R$  17,00 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.3,Reboco,m2,,,,,"0,00",," R$  15,35 ",60%," R$  10,23 ",40%," R$  25,58 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.4,Massa única,m2,,,,,"0,00",," R$  21,83 ",60%," R$  14,56 ",40%," R$  36,39 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.5,Cantoneira Alum. Anodizado  - pint.: Branca - proteção canto paredes ,ml,,,,,"0,00",," R$  13,51 ",60%," R$  9,01 ",40%," R$  22,51 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.12,"Revestimento cerâmico Eliane 20x20cm, cor BRANCO PISCINA AC (incluso argamassa de assentamento e rejunte na cor branca)",m2,,,,,"0,00",," R$  38,39 ",60%," R$  25,59 ",40%," R$  63,98 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.13,"Revestimento cerâmico Strufaldi - 20x20cm, cor gelo (semi brilho) ref. 4196, PEI- 3 (incluso argamassa de assentamento e rejunte branco Fortaleza) ",m2,,,,,"0,00",," R$  37,44 ",60%," R$  24,96 ",40%," R$  62,40 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.14,Revestimento em Pastilha cerâmica -  Ref. Atlas Açores Tam. 5x5cm SG 8010 (incluso argamassa de assentamento e rejunte),m2,,,,,"0,00",," R$  109,33 ",60%," R$  72,89 ",40%," R$  182,22 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.15,"Revestimento em Pastilha de vidro 2x2cm cor vermelho Vidro real, para vitrine recuada (incluso argamassa de assentamento)",m2,,,,,"0,00",," R$  243,36 ",60%," R$  162,24 ",40%," R$  405,60 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.16,"Revestimento em Pastilha de Vidro 3x3cm - Vidro Real (Cores: Azul Claro, Verde Claro, Verde Escuro e Branca e Ref: 120, 220, 250, 900) Incluso argamassa Vidro real na cor verde. Rejunte deve ser executado com a propria argamassa.",m2,,,,,"0,00",," R$  312,73 ",60%," R$  208,49 ",40%," R$  521,22 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.22,"Revestimento cerâmico para fachada Eliane - 10x10cm, linha Galeria Marfim Mesh BR, cor  Bege Claro (incluso argamassa de assentamento e rejunte)",m2,,,,,"0,00",," R$  65,34 ",60%," R$  43,56 ",40%," R$  108,90 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.23,"Revestimento cerâmico para fachada Eliane - 10x10cm, linha Galeria Oriente Marfim Mesh BR, cor vermelho (incluso argamassa de assentamento e rejunte)",m2,,,,,"0,00",," R$  86,09 ",60%," R$  57,39 ",40%," R$  143,48 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.16.25,Moldura externa SG4R - Super Gart L10xH3cm (fornecimento e instalação conforme instruções do fabricante ),ml,,,,,"0,00",," R$  73,63 ",60%," R$  49,09 ",40%," R$  122,72 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17,FORROS,,,,,,,,,,,,,,,,, R$  -   , R$  -   ,,
,1.17.1,Limpeza de forro de PVC,m2,,,,,"0,00",," R$  1,34 ",60%," R$  0,89 ",40%," R$  2,23 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.2,Abertura para luminárias / grelhas / difusores,un ,,,,,"0,00",," R$  5,34 ",60%," R$  3,56 ",40%," R$  8,89 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.3,Alçapão em forro de gesso para manutenção 70x70 cm,un ,,,,,"0,00",," R$  113,52 ",60%," R$  75,68 ",40%," R$  189,20 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.4,"Estrutura auxiliar em perfilado e ""Metalons"" para forro e pendurais",m2,,,,,"0,00",," R$  27,14 ",60%," R$  18,09 ",40%," R$  45,23 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.5,Estrutura auxiliar em metalon 2x2cm para forro e pendurais. ( considerar apenas quando altura do entreforro superar 3m ou se houver exigência em projeto ).,m2,,,,,"0,00",," R$  27,36 ",60%," R$  18,24 ",40%," R$  45,60 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.6,"Forro de Gesso Acartonado com tabica perimetral (1,25x2,15m) fornecimento e instalação. Incluso estrutura e reguladores.",m2,,,,,"0,00",," R$  48,53 ",60%," R$  32,35 ",40%," R$  80,88 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.7,Forro de PVC profiplast réguas de 20cm  e=13mm - frisado - cor: branca - Marca TWB fornecimento e instalação. Incluso estrutura e reguladores.,m2,,,,,"0,00",," R$  56,58 ",60%," R$  37,72 ",40%," R$  94,30 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.8,"Forro de PVC em réguas. Branco liso, espessura de 10 mm. Incluso estrutura metálica auxiliar para fixação",m2,,,,,"0,00",," R$  52,64 ",60%," R$  35,09 ",40%," R$  87,73 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.9,"Alçapão em PVC para manutenção, medidas e fechamento conforme projeto",unid,,,,,"0,00",," R$  109,78 ",60%," R$  73,19 ",40%," R$  182,97 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.10,"Forro modulado em placas 1250x625mm padrão liso - Gyprex, incluso perfis em alumínio e acessórios de fixação",m2,,,,"0,00","0,00",," R$  84,51 ",60%," R$  56,34 ",40%," R$  140,84 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.11,Forro modulado em placas 1250x625mm padrão liso - Gyprex (Somente substituição das placas),m2,,,,,"0,00",," R$  58,64 ",60%," R$  39,09 ",40%," R$  97,74 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.12,Forro modulado em placas 1250x625mm padrão liso (Somente substituição da estrutura),m2,,,,,"0,00",," R$  41,29 ",60%," R$  27,53 ",40%," R$  68,82 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.17.13,"Sanca de Gesso - P=0,40m H=1,10 a 1,40m. ""Conferir dimensões em projeto""",ml,,,,,"0,00",," R$  45,00 ",60%," R$  30,00 ",40%," R$  75,00 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18,PINTURA,,,,,,,,,,,,,,,,," R$  14.421,37 "," R$  14.421,37 ",,
,1.18.1,"Esmalte sintético Esquadrias de Ferro em 3 demãos ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",m2,,,,"50,00","50,00",," R$  10,66 ",60%," R$  7,11 ",40%," R$  17,76 ",, R$  -   , R$  -   ," R$  888,24 "," R$  888,24 "," R$  888,24 ",,
,1.18.2,"Esmalte sintético Esquadrias de Madeira em 3 demãos  ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",m2,,,,"50,00","50,00",," R$  10,66 ",60%," R$  7,11 ",40%," R$  17,76 ",, R$  -   , R$  -   ," R$  888,14 "," R$  888,14 "," R$  888,14 ",,
,1.18.3,"Esmalte sintético sobre calhas/rufos - ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",ml,,,,,"0,00",," R$  9,30 ",60%," R$  6,20 ",40%," R$  15,50 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.4,Esmalte sintético tubulações - ( marca de referencia: Coral ) cor conforme NBR 6493,ml,,,,,"0,00",," R$  7,50 ",60%," R$  5,00 ",40%," R$  12,50 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.5,Fundo Antiferrugem (tipo Zarcão) - ( marca de referencia: Coral ),m2,,,,,"0,00",," R$  6,87 ",60%," R$  4,58 ",40%," R$  11,45 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.6,Fundo preparador de paredes - ( marca de referencia: Coral ),m2,,,,"250,00","250,00",," R$  4,81 ",60%," R$  3,21 ",40%," R$  8,02 ",, R$  -   , R$  -   ," R$  2.005,98 "," R$  2.005,98 "," R$  2.005,98 ",,
,1.18.7,Látex Acrílico sobre massa corrida em (3 demãos) - Cor Branco Neve CORAL,m2,,,,,"0,00",," R$  13,15 ",60%," R$  8,77 ",40%," R$  21,92 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.8,Látex Acrílico sobre massa corrida em (3 demãos) - Cor Vermelho Drogasil CORAL,m2,,,,,"0,00",," R$  18,66 ",60%," R$  12,44 ",40%," R$  31,10 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.9,Pintura com TINTA ACRILICA FOSCA (3 demãos) na cor BRANCO (marca CORAL DECORA PREMIUM ou similar). ,m2,,"0,00",,"250,00","250,00",," R$  15,52 ",60%," R$  10,34 ",40%," R$  25,86 ",, R$  -   , R$  -   ," R$  6.464,77 "," R$  6.464,77 "," R$  6.464,77 ",,
,1.18.10,Pintura com TINTA ACRILICA BRILHANTE (3 demãos) na cor BRANCO (marca CORAL DECORA PREMIUM ou similar).,m2,,,,,"0,00",," R$  16,41 ",60%," R$  10,94 ",40%," R$  27,36 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
,1.18.11,Pintura em TINTA ACRÍLICA FOSCA (5 demãos) na cor BORDEAUX (PANTONE 7427C) (marca CORAL DECORA PREMIUM ou similar).,m2,,,,,"0,00",," R$  33,56 ",60%," R$  22,37 ",40%," R$  55,93 ",, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   ,,
