Categoria,Subcategoria,Serviço,Descrição,Unidade,Valor
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.2,Emboço,m2,17
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.3,Reboco,m2,"25,57875"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.4,Massa única,m2,"36,39"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.5,Cantoneira Alum. Anodizado  - pint.: Branca - proteção canto paredes ,ml,"21,6494441086015"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.12,"Revestimento cerâmico Eliane 20x20cm, cor BRANCO PISCINA AC (incluso argamassa de assentamento e rejunte na cor branca)",m2,"63,98"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.13,"Revestimento cerâmico Strufaldi - 20x20cm, cor gelo (semi brilho) ref. 4196, PEI- 3 (incluso argamassa de assentamento e rejunte branco Fortaleza) ",m2,60
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.14,Revestimento em Pastilha cerâmica -  Ref. Atlas Açores Tam. 5x5cm SG 8010 (incluso argamassa de assentamento e rejunte),m2,203
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.15,"Revestimento em Pastilha de vidro 2x2cm cor vermelho Vidro real, para vitrine recuada (incluso argamassa de assentamento)",m2,390
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.16,"Revestimento em Pastilha de Vidro 3x3cm - Vidro Real (Cores: Azul Claro, Verde Claro, Verde Escuro e Branca e Ref: 120, 220, 250, 900) Incluso argamassa Vidro real na cor verde. Rejunte deve ser executado com a propria argamassa.",m2,"522,436753508883"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.22,"Revestimento cerâmico para fachada Eliane - 10x10cm, linha Galeria Marfim Mesh BR, cor  Bege Claro (incluso argamassa de assentamento e rejunte)",m2,116
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.23,"Revestimento cerâmico para fachada Eliane - 10x10cm, linha Galeria Oriente Marfim Mesh BR, cor vermelho (incluso argamassa de assentamento e rejunte)",m2,"161,6895"
OBRA CIVIL,REVESTIMENTOS (ALVENARIAS INTERNAS E EXTERNAS),1.16.25,Moldura externa SG4R - Super Gart L10xH3cm (fornecimento e instalação conforme instruções do fabricante ),ml,"116,8765"
OBRA CIVIL,FORROS,1.17.1,Limpeza de forro de PVC,m2,"1,78"
OBRA CIVIL,FORROS,1.17.2,Abertura para luminárias / grelhas / difusores,un ,9
OBRA CIVIL,FORROS,1.17.3,Alçapão em forro de gesso para manutenção 70x70 cm,un ,"189,204"
OBRA CIVIL,FORROS,1.17.4,"Estrutura auxiliar em perfilado e ""Metalons"" para forro e pendurais",m2,"42,5896043536926"
OBRA CIVIL,FORROS,1.17.5,Estrutura auxiliar em metalon 2x2cm para forro e pendurais. ( considerar apenas quando altura do entreforro superar 3m ou se houver exigência em projeto ).,m2,"43,3125890059902"
OBRA CIVIL,FORROS,1.17.6,"Forro de Gesso Acartonado com tabica perimetral (1,25x2,15m) fornecimento e instalação. Incluso estrutura e reguladores.",m2,"74,0705175"
OBRA CIVIL,FORROS,1.17.7,Forro de PVC profiplast réguas de 20cm  e=13mm - frisado - cor: branca - Marca TWB fornecimento e instalação. Incluso estrutura e reguladores.,m2,"86,4640105797391"
OBRA CIVIL,FORROS,1.17.8,"Forro de PVC em réguas. Branco liso, espessura de 10 mm. Incluso estrutura metálica auxiliar para fixação",m2,"89,8843725225"
OBRA CIVIL,FORROS,1.17.9,"Alçapão em PVC para manutenção, medidas e fechamento conforme projeto",unid,"182,974672162836"
OBRA CIVIL,FORROS,1.17.10,"Forro modulado em placas 1250x625mm padrão liso - Gyprex, incluso perfis em alumínio e acessórios de fixação",m2,"148,596325219436"
OBRA CIVIL,FORROS,1.17.11,Forro modulado em placas 1250x625mm padrão liso - Gyprex (Somente substituição das placas),m2,"98,32"
OBRA CIVIL,FORROS,1.17.12,Forro modulado em placas 1250x625mm padrão liso (Somente substituição da estrutura),m2,"65,54"
OBRA CIVIL,FORROS,1.17.13,"Sanca de Gesso - P=0,40m H=1,10 a 1,40m. ""Conferir dimensões em projeto""",ml,75
OBRA CIVIL,PINTURA,1.18.1,"Esmalte sintético Esquadrias de Ferro em 3 demãos ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",m2,"17,0610588637204"
OBRA CIVIL,PINTURA,1.18.2,"Esmalte sintético Esquadrias de Madeira em 3 demãos  ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",m2,"17,0572960792608"
OBRA CIVIL,PINTURA,1.18.3,"Esmalte sintético sobre calhas/rufos - ( marca de referencia: Coral ) cor conforme definição de projeto ( branco, cinza, vermelho )",ml,"15,5"
OBRA CIVIL,PINTURA,1.18.4,Esmalte sintético tubulações - ( marca de referencia: Coral ) cor conforme NBR 6493,ml,"12,495"
OBRA CIVIL,PINTURA,1.18.5,Fundo Antiferrugem (tipo Zarcão) - ( marca de referencia: Coral ),m2,11
OBRA CIVIL,PINTURA,1.18.6,Fundo preparador de paredes - ( marca de referencia: Coral ),m2,"7,55447510397769"
OBRA CIVIL,PINTURA,1.18.7,Látex Acrílico sobre massa corrida em (3 demãos) - Cor Branco Neve CORAL,m2,"20,8734085102375"
OBRA CIVIL,PINTURA,1.18.8,Látex Acrílico sobre massa corrida em (3 demãos) - Cor Vermelho Drogasil CORAL,m2,"33,0226592459902"
OBRA CIVIL,PINTURA,1.18.9,Pintura com TINTA ACRILICA FOSCA (3 demãos) na cor BRANCO (marca CORAL DECORA PREMIUM ou similar). ,m2,"27,675520462466"
OBRA CIVIL,PINTURA,1.18.10,Pintura com TINTA ACRILICA BRILHANTE (3 demãos) na cor BRANCO (marca CORAL DECORA PREMIUM ou similar).,m2,"29,3787570925747"
OBRA CIVIL,PINTURA,1.18.11,Pintura em TINTA ACRÍLICA FOSCA (5 demãos) na cor BORDEAUX (PANTONE 7427C) (marca CORAL DECORA PREMIUM ou similar).,m2,"59,2246263684801"
OBRA CIVIL,PINTURA,1.18.12,Pintura em TINTA ACRÍLICA FOSCA (3 demãos) na cor VERMELHO (PANTONE 200) (marca CORAL DECORA PREMIUM ou similar).,m2,"28,7920889058107"
OBRA CIVIL,PINTURA,1.18.13,Pintura em TINTA ACRÍLICA FOSCA (3 demãos) na cor PANTONE WARM GRAY 1C (marca CORAL DECORA PREMIUM ou similar).,m2,"21,5047938074254"
OBRA CIVIL,PINTURA,1.18.14,Pintura em TINTA ACRÍLICA FOSCA (3 demãos) na cor AZUL PANTONE 3155 (marca CORAL DECORA PREMIUM ou similar).,m2,"28,7920889058107"
OBRA CIVIL,PINTURA,1.18.15,Látex PVA sobre massa corrida em (3 demãos) - Cor Branco Neve CORAL,m2,"16,96"
OBRA CIVIL,PINTURA,1.18.16,Massa Acrílica (2 demãos),m2,"17,6438643825791"
OBRA CIVIL,PINTURA,1.18.17,Massa Corrida PVA (2 demãos),m2,"13,3704497811664"
OBRA CIVIL,PINTURA,1.18.18,Massa Sintética para madeiras,m2,"15,0777053270168"
OBRA CIVIL,PINTURA,1.18.21,Massa texturizada (TEXTURA EFEITO | marca CORAL) com pintura posterior em tinta acrílica cor PANTONE WARM GRAY 1C (marca CORAL DECORA PREMIUM ou similar).,m2,"47,4907118644068"
OBRA CIVIL,PINTURA,1.18.22,"Revestimento em massa texturizada, h=90cm, cor Azul - CORAL ou SUVINIL",m2,"33,12"
OBRA CIVIL,PINTURA,1.18.23,"Revestimento em massa acrília texturizada, cor Branco Gelo - CORAL ou SUVINIL",m2,"48,8693491445477"
OBRA CIVIL,PINTURA,1.18.24,"Revestimento em massa acrília texturizada, cor Branco Neve - CORAL ou SUVINIL",m2,"33,12"
OBRA CIVIL,PINTURA,1.18.25,Látex Acrílico Brilhante sobre massa corrida (3 demãos) Cor PANTONE 415C ,m2,"23,0290065744735"
OBRA CIVIL,PINTURA,1.18.26,Látex Acrílico Brilhante sobre massa corrida (3 demãos)  -Cor PANTONE 3415C,m2,"30,1981996678834"
OBRA CIVIL,PINTURA,1.18.27,Látex Acrílico Brilhante sobre massa corrida (3 demãos)  -Cor PANTONE 9600C (vestiário),m2,"23,7685439599091"
OBRA CIVIL,PINTURA,1.18.28,Látex Acrílico Brilhante sobre massa corrida (3 demãos)  -Cor PANTONE 9460C (vestiário),m2,"23,0193933965592"
OBRA CIVIL,PINTURA,1.18.29,Látex Acrílico Brilhante sobre massa corrida (3 demãos)  -Cor Cromio Suvinil,m2,"27,0054469852117"
OBRA CIVIL,PINTURA,1.18.30,Látex Acrílico Acetinado sobre massa corrida (3 demãos) Cor Verde Pacífico (Coral 138) Para pintura de sanca de medicamentos e OTC loja Luxo Drogasil ,m2,"28,4339262032086"
OBRA CIVIL,PINTURA,1.18.31,"Pintura Esmalte sintético Azul – 3155c, para a porta farma (salas de vacina / aplicação)",m2,21
OBRA CIVIL,PINTURA,1.18.32,Fornecimento e instalação de número para fachada da filial,un,180
OBRA CIVIL,PINTURA,1.18.33,Pintura externa em Epóxi branco SherwinWillians,m2,"34,18"
OBRA CIVIL,PINTURA,1.18.34,Aplicação de selador acrílico (Material + Mão de obra),m2,"7,7212485"
OBRA CIVIL,PINTURA,1.18.35,Pintura em TINTA PU na cor SUMATANE 355 HB S/B VERMELHO 7427 C CP.A ( marca Sherwin-Williams ),m2,"97,0161180916667"
OBRA CIVIL,PINTURA,1.18.36,Pintura Latex Acrílico Fosco Suvinil x91 Barbante,m2,"21,5575420742785"
OBRA CIVIL,PINTURA,1.18.37,Pintura Latex Acrilico Pantone 7409C,m2,"24,8608296672726"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.1,"Porta Lisa p/ pintura (0,62x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"630,270774"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.2,"Porta Lisa p/ pintura (0,72x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto  ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1012,14"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.3,"Porta Lisa - p/ pintura (0,82x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,1077
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.4,"Porta Lisa p/ pintura (0,92x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1206,95"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.5,"Porta PNE Lisa p/ pintura (0,92x2,10m) completa com batente, guarnição, ferragens, dobradiças, fechadura, chapa de aluminio e barra de apoio( interne e externa ),  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,1584
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.6,"Porta Lisa p/ pintura (1,02x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1047,474918"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.7,"Porta PNE Lisa p/ pintura (1,12x2,10m) completa com batente, guarnição, ferragens, dobradiças, fechadura, chapa de aluminio e barra de apoio,  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1536,02"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.8,"Porta Lisa com acabamento em fórmica  (0,62x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1027,83"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.9,"Porta Lisa com acabamento em fórmica  (0,72x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1324,14"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.10,"Porta Lisa com acabamento em fórmica  (0,82x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1997,36"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.11,"Porta Lisa com acabamento em fórmica  (0,92x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"2102,59"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.12,"Porta Lisa com acabamento em fórmica (1,02x2,10m) completa com batente, guarnição, ferragens, dobradiças e fechadura  conforme projeto ( ref.: 1- dobradiça:LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"1244,66"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.14,"Porta Sanfonada PVC (0,70x2,10)m - Cor Branca - (Incluso Trilhos e Puxadores)",un,"197,6"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.15,"Porta Sanfonada PVC (1,00x2,10)m - Cor Branca - (Incluso Trilhos e Puxadores)",un,"249,28554"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.16,"Porta SANFONADA de MADEIRA (112cm), pintada com esmalte sintético SEMI BRILHO, na cor BRANCA, adaptada para deficientes físicos.",un,900
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.17,"Porta de correr de madeira completa com batentes, guarnição, ferragens, dobradiças e fechadura",m2,"1306,16818283799"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.18,"Porta para Divisória Naval 0,62x2,10m , cor branco, incluso ferragens, dobradiças, requadros e batentes",unid,"438,9"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.19,"Porta para Divisória Naval 0,72x2,10m , cor branco, incluso ferragens, dobradiças, requadros e batentes",unid,"465,5"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.20,"Porta para Divisória Naval 0,82x2,10m , cor branco, incluso ferragens, dobradiças, requadros e batentes",unid,"492,1"
OBRA CIVIL,ESQUADRIAS DE MADEIRA,1.19.21,"Porta para Divisória Naval 0,92x2,10m , cor branco, incluso ferragens, dobradiças, requadros e batentes",unid,"518,7"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.1,Cantoneira 2'' Ferro Galvanizado p/ canto degraus,ml,"37,9"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.2,Cantoneira em alumínio natural de 2'' p/ canto degraus - acabamento frisado,ml,"37,9"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.4,"Corrente de aço galvanizado 5mm, considerar fornecimento de dois cadeados com chave ( Ref.: PRADO ).",ml,"131,486603351123"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.5,Postes metálicos com alça para passagem de corrente para isolamento do estacionamento  ( considerar uma unidade há cada 5m pintura preta e amarela ).,un,"165,737870655903"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.6,"Corrimão em Tubo de Aço Redondo Ø=1 1/4"" (Incluso elementos de fixação), inclusive pintura esmalte semi-brilho ( cor conforme projeto: cinza, branco ou vermelho ).",ml,"242,305209790841"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.7,"Caixilho de ferro basculante com perfil ""L"" 1""x1/8"" com pintura esmalte, inclusive vidro canelado, dobradiças e ferragens ( cor conforme projeto: cinza, branco ou vermelho ).",m2,"488,775"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.8,"Gradil de proteção com ferro chato de 1 1/4""x1/4"" com pintura esmalte + tela mosqueteiro com requadro de alumínio A058 e tela em nylon ( cor conforme projeto: cinza, branco ou vermelho ).",m2,"448,940503192528"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.9,"Guarda corpo em aço para rampa externa padrão NBR 9050, inclusive pintura esmalte ( cor conforme projeto: cinza, branco ou vermelho ).",ml,"397,9307692025"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.10,"Porta de aço de enrolar AUTOMATIZADA, chapa 24, completa, modelo raiada, pintada com tinta esmalte, na cor cinza platina - coral, com trava e cilindro em latão do tipo tetrachave e Caixa em ferro fundido  Ref.: Papaiz. Travas ART 140 (Incluso Trinco Ref.: Poliforte ART 008)  - Considerar portinhola de acesso quando necessário.",m2,"682,097042105263"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.11,"Porta de aço de enrolar MANUAL, chapa 24, completa, modelo raiada, pintada com tinta esmalte, na cor cinza platina - coral,  com trava e cilindro em latão do tipo tetrachave e Caixa em ferro fundido  Ref.: Papaiz. Travas ART 140 (Incluso Trinco Ref.: Poliforte ART 008)",m2,"568,4485752"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.12,"Porta de enrolar AUTOMATIZADA microperfurada, tipo transvision, na cor branca, com trava e cilindro em latão do tipo tetrachave e Caixa em ferro fundido  Ref.: Papaiz. Travas ART 140 (Incluso Trinco Ref.: Poliforte ART 008)",m2,"936,037828641619"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.13,"Porta de enrolar MANUAL microperfurada, tipo transvision, na cor branca, com trava e cilindro em latão do tipo tetrachave e Caixa em ferro fundido  Ref.: Papaiz. Travas ART 140 (Incluso Trinco Ref.: Poliforte ART 008)",m2,"664,358428425263"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.14,"Porta Metálica em chapa completa com batente, ferragens, dobradiças e fechadura  conforme projeto",m2,"710,28"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.15,"Portão de ferro tubular, inclusive pintura",m2,"624,619365444444"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.16,"Troca de segredo (miolo da chave) da porta de enrolar, após entrega da obra",un,"246,5"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.17,Fornecimento de lixeira metálica 500 litros - 100x50x60(LxAxP),un,"693,472"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.18,"Manutenção da porta de enrolar (revisão das molas, revisão das soldas, alinhamento, troca de perfis danificados e pintura)",m2,"101,2"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.19,"Tubo de ferro fundido Ø 150 mm - 6""",ml,250
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.20,"Tubo de ferro fundido Ø 100 mm - 4""",ml,"301,1157703125"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.21,"Tubo de ferro fundido Ø 75 mm - 3""",ml,"229,246031746032"
OBRA CIVIL,ESQUADRIAS DE FERRO,1.20.22,"Tubo de ferro fundido Ø 50 mm - 2""",ml,"196,62539325059"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.1,"Caixilho fixo em montantes de alumínio anodizado com  pintura eletrostática branca, com vidro temperado incolor, e=10mm, fixos em perfis ""U"" de alumínio Branco ( Raia ) ou aluminio natural (Drogasil).",m2,"761,495145631068"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.2,"Caixilho fixo, com vidro temperado incolor, e=10mm, fixos em perfis ""U"" de alumínio Branco ( Raia ) ou aluminio natural (Drogasil).",m2,"737,731052332252"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.3,"Caixilho basculante em Alumínio anodizado com  pintura eletrostática, inclusive vidro comum 6mm, dobradiças e ferragens na cor branca ( Raia ) ou aluminio natural (Drogasil).",m2,"456,331657701663"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.4,"Grade metálica de proteção para cubículo padrão (água e luz), condensadora, inclusive pintura em esmalte sintético. Cor conforme projeto ( branco, cinza ou vermelho ).",m2,"486,87"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.5,"Porta Alum. (0,72x2,10m), completa com batentes, ferragens, dobradiças e fechadura - pintura eletrost. Branca ",un,"1034,84957973311"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.6,"Porta Alum. (0,82x2,10m), completa com batentes, ferragens, dobradiças e fechadura - pintura eletrost. Branca",un,"1228,54026891249"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.7,"Porta Alum. (0,92x2,10m), completa com batentes, ferragens, dobradiças e fechadura - pintura eletrost.  ",un,"1370,69776532111"
OBRA CIVIL,ESQUADRIAS DE ALUMÍNIO,1.21.8,"Porta Alumínio para Hidrômetro, entrada de energia, quadro elétrico e abrigo de lixo -  pint.eletrost. na cor branca ( Raia ) ou aluminio natural (Drogasil).",m2,"615,385569766703"
OBRA CIVIL,FERRAGENS E ACESSÓRIOS,1.22.1,Amortecedor para porta,un,"53,2"
OBRA CIVIL,FERRAGENS E ACESSÓRIOS,1.22.2,Mola Hidráulica Aérea ( tipo Dorma / Gemiclo ),un,"255,87198"
OBRA CIVIL,FERRAGENS E ACESSÓRIOS,1.22.3,"kit substituição: dobradiça: LA FONTE EM AÇO MODELO 1500 SEM ANEL – ACABAMENTO CRA 008, 3° X 2 ½ - 2- FERRAGENS: LA FONTE CONJUNTO 515 – ACABAMENTO CORMANDO ACETINADO )",un,"133,8"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.1,Espelho cristal prata 6mm  (Oval - 40 cm),un,"379,695456"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.2,Espelho cristal prata 6mm (Retang. - 45x60cm),un,"242,799095991916"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.3,Espelho cristal prata 6mm (Retang. - 45x70cm) com suporte em MDF branco inclinado ângulo de 10º em relação a parede.,un,300
OBRA CIVIL,VIDROS E ESPELHOS,1.23.4,Película de Proteção Branca - Padrão Blackout,m2,"162,196125"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.5,Película de Proteção Caixas - Quadriculado,m2,158
OBRA CIVIL,VIDROS E ESPELHOS,1.23.6,"Porta de Vidro de correr AUTOMÁTICA 4 folhas, sendo duas fixas e duas de correr  inclusos vidros temperados e=10 mm e ferragens ",m2,1350
OBRA CIVIL,VIDROS E ESPELHOS,1.23.7,"Porta de Vidro de correr AUTOMÁTICA 2 folhas, sendo uma fixa e uma de correr  inclusos vidros temperados e=10 mm e ferragens ",m2,1400
OBRA CIVIL,VIDROS E ESPELHOS,1.23.8,"Porta de Vidro de correr MANUAL em vidro temperado e= 10 mm, inclusive ferragens, fechadura e puxador ",m2,"759,63747996"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.9,Vidro Canelado 4mm ,m2,"74,88"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.10,Vidro Canelado 6mm ,m2,"99,45"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.11,Vidro Comum 4mm ,m2,"73,9611650485437"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.12,Vidro Comum 6mm ,m2,"102,029126213592"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.13,Vidro temperado incolor 10mm,m2,383
OBRA CIVIL,VIDROS E ESPELHOS,1.23.14,Espelho 180x70 (vestiários),un,"1685,09281283186"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.15,Espelho 90x60 (banheiros clientes e funcionários),un,"310,53929256"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.16,Espelho de rosto com moldura branca (oval ou retangular),un,"306,8"
OBRA CIVIL,VIDROS E ESPELHOS,1.23.17,Espelho de corpo com moldura branca,un,"454,3"
OBRA CIVIL,COBERTURA,1.24.1,Calha de chapa galvanizada 16 ,ml,"98,8117924486171"
OBRA CIVIL,COBERTURA,1.24.2,Cumeeira,ml,"142,287037037037"
OBRA CIVIL,COBERTURA,1.24.3,"Estrutura metálica p/ cobertura (tesouras, terças, etc) - com tratamento anticorrosivo e pintura em esmalte sintético na cor cinza chumbo.",kg,"23,9582564346493"
OBRA CIVIL,COBERTURA,1.24.4,Estrutura de madeira tratada para telha cerâmica ou de concreto,m2,"260,5"
OBRA CIVIL,COBERTURA,1.24.5,"Estrutura de madeira tratada  para telha ondulada de polipropileno, fibra vegetal, fibrocimento ou alumínio.",m2,200
OBRA CIVIL,COBERTURA,1.24.6,Rufo de chapa galvanizada 16,ml,"78,0918614150507"
OBRA CIVIL,COBERTURA,1.24.7,Rufo de fibrocimento direito ou esquerdo para telha perfil ondulado e=6 ou 8 mm,ml,"25,44"
OBRA CIVIL,COBERTURA,1.24.8,"Tela Telcon, fixada na estrutura, para proteção",ml,"30,59"
OBRA CIVIL,COBERTURA,1.24.9,"Telha cerâmica, inclinação 35% ( apenas para recomposição de áreas existentes ou quando especificada em projeto ).",m2,"65,9625"
OBRA CIVIL,COBERTURA,1.24.10,"Telha de fibrocimento, perfil ondulado, e = 6 mm, inclinação 27% ( apenas para recomposição de áreas existentes ou quando especificada em projeto ).",m2,"38,8239"
OBRA CIVIL,COBERTURA,1.24.11,"Telha Sanduíche Trapezoidal , Aço Galvanizado esp. Chapa 0,50mm - EPS  de 30mm",m2,"219,114421295872"
OBRA CIVIL,COBERTURA,1.24.12,"Telha Termo-acustica Trapezoidal , Aço Galvanizado esp. Chapa 0,50mm - EPS  de 30mm",m2,"150,77"
OBRA CIVIL,COBERTURA,1.24.13,"Telhas Trapezoidais Aço Galvanizado (1,04 x 2,14) m /e = 5mm ( apenas para recomposição de áreas existentes ou quando especificada em projeto ).",m2,"65,016"
